timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1676755333317,9071,Nikon Z-30,200,OK,Nion UK run-3 1-9,text,true,,186121,280,20,20,https://www.nikon.co.uk/en_GB/product/cameras/z-30/,240,0,0
1676755333317,240,Nikon Z-30-0,301,Moved Permanently,Nion UK run-3 1-9,,true,,253,140,20,20,http://www.nikon.co.uk/en_GB/product/cameras/z-30/,240,0,0
1676755333558,8830,Nikon Z-30-1,200,OK,Nion UK run-3 1-9,text,true,,185868,140,20,20,https://www.nikon.co.uk/en_GB/product/cameras/z-30/,8249,0,0
1676755334419,8286,Nikon Z-30,200,OK,Nion UK run-3 1-13,text,true,,186094,280,20,20,https://www.nikon.co.uk/en_GB/product/cameras/z-30/,256,0,0
1676755334419,256,Nikon Z-30-0,301,Moved Permanently,Nion UK run-3 1-13,,true,,253,140,20,20,http://www.nikon.co.uk/en_GB/product/cameras/z-30/,256,0,0
1676755334675,8030,Nikon Z-30-1,200,OK,Nion UK run-3 1-13,text,true,,185841,140,20,20,https://www.nikon.co.uk/en_GB/product/cameras/z-30/,7903,0,0
1676755341534,1251,NikonUKHomepage,200,OK,Nion UK run-3 1-14,text,true,,118839,238,19,19,https://www.nikon.co.uk/en_GB/,236,0,0
1676755341534,236,NikonUKHomepage-0,301,Moved Permanently,Nion UK run-3 1-14,,true,,232,119,19,19,http://www.nikon.co.uk/en_GB/,236,0,0
1676755341770,1015,NikonUKHomepage-1,200,OK,Nion UK run-3 1-14,text,true,,118607,119,19,19,https://www.nikon.co.uk/en_GB/,904,0,0
1676755341897,994,NikonUKHomepage,200,OK,Nion UK run-3 1-20,text,true,,118873,238,19,19,https://www.nikon.co.uk/en_GB/,252,0,0
1676755341897,252,NikonUKHomepage-0,301,Moved Permanently,Nion UK run-3 1-20,,true,,232,119,19,19,http://www.nikon.co.uk/en_GB/,252,0,0
1676755342149,742,NikonUKHomepage-1,200,OK,Nion UK run-3 1-20,text,true,,118641,119,19,19,https://www.nikon.co.uk/en_GB/,643,0,0
1676755342387,812,NikonUKHomepage,200,OK,Nion UK run-3 1-9,text,true,,118895,238,19,19,https://www.nikon.co.uk/en_GB/,260,0,0
